    46.0  0.562      0.5620   0.008992     0.0160    0.01235     8.70     0.00     0.00     0.00   -2.60     5.50     1.30     0.20     0.70    -1.90     3.90     0.40     0.10    -1.20    -2.10     2.80     4.80   
    46.0  0.562      0.5620   0.014050     0.0250    0.01063    13.20     0.00     0.00     0.00    1.30     3.00     3.00     0.20    -1.30    -0.90     4.00     2.70    -0.90    -1.50    -0.70     2.70     4.80   
    80.0  0.0562     0.0562   0.001967     0.0350    0.02244    19.20     0.00     0.00     0.30   -2.10     2.80    -2.80    -0.10     0.60     1.80     5.20     2.00     1.70    -0.80    -2.20     0.10     4.80   
    80.0  0.0562     0.0562   0.002810     0.0500    0.02273    15.60     0.00     0.00     0.00   -1.10     2.70    -1.20     0.00     0.20     0.30     5.00     3.30     0.90    -0.80     0.00     0.10     4.80   
    80.0  0.0562     0.0562   0.004215     0.0750    0.02187    24.20     0.00     0.00     0.00    0.50     1.80    -0.70     0.10    -3.00     0.50     3.00     5.30     0.20    -0.80    -1.80     0.20     4.80   
    80.0  0.178      0.1780   0.001513     0.0085    0.02059    14.90     0.00    -2.00     0.00   -1.50     2.20    -1.60    -0.10    -0.90    -0.80     5.80     1.10     0.40    -0.80    -4.80     1.00     4.80   
    80.0  0.178      0.1780   0.002848     0.0160    0.01300    12.80     0.00     0.00     0.00    0.50     2.50    -0.40     0.00     0.20     5.20     5.10     0.90     0.30    -0.80    -1.30     0.20     4.80   
    80.0  0.178      0.1780   0.004450     0.0250    0.01418    11.80     0.00     0.00     0.00    0.50     1.70    -0.90     0.10     0.20     0.70     6.80     2.30     0.50    -1.50    -1.40     0.20     4.50   
    80.0  0.178      0.1780   0.006230     0.0350    0.01624    14.10     0.00     0.00     0.00    0.80    -0.30    -3.50     0.10    -0.20     4.10     4.20     0.30     0.20    -0.70    -0.70     0.20     4.80   
    80.0  0.178      0.1780   0.008900     0.0500    0.01475    15.10     0.00     0.00     0.00   -1.50     0.90    -0.50    -0.10    -1.40    -0.20     3.90     4.50     0.40    -1.70    -1.20     0.30     4.80   
    80.0  0.178      0.1780   0.013350     0.0750    0.01865    25.80     0.00     0.00     0.00   -1.50     1.30     0.80     0.10    -2.80     0.80     5.40     1.20     0.00    -0.60    -1.80     0.30     4.80   
    80.0  0.562      0.5620   0.004777     0.0085    0.01278     9.80     0.00     4.70     0.00   -1.40     1.10     0.30    -0.20     0.30     5.00     6.10     1.10     0.30    -1.00    -3.10     2.90     4.80   
    80.0  0.562      0.5620   0.008992     0.0160    0.00978    13.00     0.00     0.00     0.00   -5.20     0.30     0.50     0.20    -0.70    -2.90     4.80     0.00     0.20    -0.40    -4.50     2.80     4.80   
    80.0  0.562      0.5620   0.014050     0.0250    0.01107    16.10     0.00     0.00     0.00   -5.50     2.80     1.20     0.20    -2.10    -0.80     2.30     2.50     0.40    -1.20    -1.50     2.70     4.80   
    80.0  0.562      0.5620   0.019670     0.0350    0.01100    24.60     0.00     0.00     0.00   -4.70     0.60     1.80     0.10     0.40    -3.10     7.50     0.90     0.00    -0.90    -0.20     2.50     4.80   
   200.0  0.0562     0.0562   0.002810     0.0500    0.01645    27.40     0.00     0.00     0.00    1.40     1.60    -0.60     0.00    -1.00     0.80     3.70     2.90     0.30    -0.90    -2.60     1.60     4.80   
   200.0  0.0562     0.0562   0.004215     0.0750    0.02926    36.40     0.00     0.00     0.00   -0.20     0.60     0.10     0.10    -3.20    -1.30     5.40     3.00    -0.10    -0.70    -1.50     0.70     4.80   
   200.0  0.178      0.1780   0.002848     0.0160    0.01457    19.60     0.00     0.00    -1.00    1.90     0.10    -0.40     0.10     0.50     5.30     4.70     2.20     0.50    -0.80    -2.30     1.70     4.80   
   200.0  0.178      0.1780   0.004450     0.0250    0.01968    16.40     0.00     0.00     0.00    1.90     0.30    -0.50     0.10     0.10     6.00     3.80     1.30    -0.10    -0.60    -0.50     0.70     4.80   
   200.0  0.178      0.1780   0.006230     0.0350    0.01660    22.10     0.00     0.00     0.20   -0.10     0.00    -0.20     0.00     1.00    -3.90     5.40     1.40    -0.10    -0.60    -0.60     0.20     4.80   
   200.0  0.178      0.1780   0.008900     0.0500    0.02338    20.20     0.00     0.00     0.00   -2.00     0.70    -0.60     0.10    -0.60     1.10     4.60     4.20    -0.30    -0.70    -0.50     0.30     4.80   
   200.0  0.178      0.1780   0.013350     0.0750    0.02143    34.50     0.00     0.00     0.00   -1.30     0.80    -1.30     0.00    -2.50    -1.00     4.00     4.30    -0.40    -0.80    -1.90     0.40     4.80   
   200.0  0.562      0.5620   0.004777     0.0085    0.01171    18.60     0.00     3.30     0.00   -1.60     1.00     0.30     0.00    -0.50     3.10     7.70     1.20     0.10    -1.00    -2.60     3.10     4.80   
   200.0  0.562      0.5620   0.008992     0.0160    0.00975    22.40     0.00     0.00     0.00   -2.20    -0.30    -0.20     0.00     0.60    -2.30     6.60     0.80    -0.60    -0.70    -4.20     2.70     4.80   
   200.0  0.562      0.5620   0.014050     0.0250    0.00775    26.60     0.00     0.00     0.00   -6.00     2.10     0.70     0.20    -0.30    -0.70     3.60     0.70    -1.10    -0.80    -1.30     2.50     4.80   
   200.0  0.562      0.5620   0.019670     0.0350    0.01575    33.10     0.00     0.00     0.00   -2.00     1.40     1.50    -0.10    -0.50    -3.50     7.80     3.10    -0.90    -0.90    -0.40     2.30     4.80   
